,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
39,32.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,53.0,3.0,999.0,0.0,0.0,0
40,44.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,627.0,1.0,999.0,0.0,0.0,0
41,28.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,4.0,77.0,2.0,999.0,0.0,0.0,0
42,51.0,5.0,0.0,3.0,0.0,1.0,0.0,1.0,5.0,3.0,259.0,1.0,999.0,0.0,0.0,0
43,50.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,90.0,1.0,999.0,0.0,0.0,0
44,31.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,753.0,2.0,999.0,0.0,0.0,0
45,29.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,487.0,3.0,999.0,0.0,0.0,0
46,42.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,391.0,3.0,999.0,0.0,0.0,0
47,27.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,176.0,4.0,999.0,0.0,0.0,0
48,36.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,164.0,3.0,999.0,0.0,0.0,0
49,53.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,185.0,10.0,999.0,0.0,0.0,0
50,42.0,4.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,1.0,158.0,1.0,999.0,0.0,0.0,0
51,37.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,65.0,10.0,999.0,0.0,0.0,0
52,67.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,341.0,2.0,999.0,1.0,2.0,1
53,25.0,8.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,373.0,3.0,999.0,0.0,0.0,0
54,31.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,184.0,1.0,999.0,0.0,0.0,0
55,39.0,2.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,206.0,1.0,999.0,1.0,1.0,0
56,25.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,405.0,1.0,999.0,0.0,0.0,1
57,43.0,6.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,2.0,535.0,1.0,999.0,0.0,0.0,0
58,36.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,612.0,1.0,999.0,0.0,0.0,0
59,38.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,426.0,2.0,999.0,1.0,1.0,0
60,41.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,74.0,1.0,999.0,0.0,0.0,0
61,36.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,1.0,231.0,2.0,999.0,0.0,0.0,0
62,31.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,125.0,3.0,999.0,0.0,0.0,0
63,25.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,125.0,2.0,999.0,0.0,0.0,0
64,35.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0,8.0,2.0,405.0,1.0,999.0,0.0,0.0,0
65,46.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,87.0,2.0,999.0,0.0,0.0,0
66,37.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,224.0,7.0,999.0,0.0,0.0,0
67,48.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,4.0,362.0,1.0,999.0,0.0,0.0,0
68,43.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,156.0,3.0,999.0,0.0,0.0,0
69,32.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,270.0,1.0,999.0,0.0,0.0,0
70,35.0,6.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,1.0,999.0,0.0,0.0,0
71,41.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,102.0,1.0,999.0,0.0,0.0,0
72,37.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,266.0,1.0,999.0,0.0,0.0,0
73,45.0,4.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,753.0,6.0,999.0,0.0,0.0,0
74,36.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,143.0,3.0,999.0,0.0,0.0,0
75,35.0,11.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,178.0,4.0,999.0,0.0,0.0,0
76,65.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,318.0,1.0,999.0,0.0,0.0,0
77,52.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,138.0,1.0,999.0,0.0,0.0,0
78,38.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,1.0,180.0,2.0,999.0,1.0,1.0,0
79,25.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,5.0,0.0,643.0,4.0,999.0,0.0,0.0,0
80,28.0,8.0,1.0,6.0,0.0,1.0,1.0,1.0,7.0,4.0,753.0,1.0,999.0,0.0,0.0,1
81,53.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,241.0,1.0,999.0,0.0,0.0,0
82,37.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,2.0,119.0,1.0,999.0,1.0,2.0,0
83,55.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,4.0,348.0,2.0,999.0,0.0,0.0,0
84,57.0,5.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,753.0,1.0,999.0,0.0,0.0,0
85,46.0,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,3.0,458.0,2.0,999.0,0.0,0.0,0
86,33.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,263.0,7.0,999.0,0.0,0.0,0
87,31.0,2.0,1.0,6.0,1.0,0.0,0.0,1.0,3.0,3.0,69.0,3.0,999.0,0.0,0.0,0
88,58.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,81.0,1.0,999.0,0.0,0.0,0
89,30.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,263.0,1.0,999.0,2.0,1.0,1
90,26.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,274.0,1.0,999.0,0.0,0.0,0
91,32.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,753.0,5.0,999.0,0.0,0.0,0
92,29.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,753.0,2.0,999.0,0.0,0.0,0
93,41.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,5.0,4.0,82.0,5.0,999.0,1.0,2.0,0
94,36.0,2.0,0.0,6.0,1.0,0.0,0.0,1.0,3.0,1.0,97.0,3.0,999.0,0.0,0.0,0
95,36.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,86.0,3.0,999.0,0.0,0.0,0
96,35.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,412.0,1.0,999.0,0.0,0.0,1
97,56.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,483.0,5.0,999.0,0.0,0.0,1
98,35.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,510.0,3.0,999.0,0.0,0.0,1
99,42.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,107.0,1.0,999.0,0.0,0.0,0
100,46.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,257.0,1.0,999.0,0.0,0.0,0
101,28.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,194.0,3.0,999.0,0.0,0.0,0
102,65.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,138.0,4.0,999.0,0.0,0.0,0
103,32.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,214.0,3.0,999.0,1.0,1.0,0
104,41.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,2.0,84.0,2.0,999.0,0.0,0.0,0
105,39.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,387.0,10.0,999.0,0.0,0.0,0
106,42.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,108.0,4.0,999.0,0.0,0.0,0
107,48.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0,5.0,3.0,89.0,1.0,999.0,1.0,1.0,0
108,48.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,348.0,1.0,999.0,0.0,0.0,0
109,30.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,2.0,193.0,2.0,999.0,0.0,0.0,0
110,49.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,418.0,2.0,999.0,0.0,0.0,0
111,48.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,436.0,1.0,999.0,0.0,0.0,0
112,50.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,80.0,1.0,999.0,0.0,0.0,0
113,28.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,502.0,3.0,999.0,0.0,0.0,0
114,56.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,138.0,6.0,999.0,0.0,0.0,0
115,38.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,166.0,3.0,999.0,0.0,0.0,0
116,28.0,11.0,0.0,6.0,1.0,1.0,0.0,0.0,8.0,4.0,98.0,1.0,999.0,0.0,0.0,0
117,34.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,9.0,4.0,120.0,1.0,999.0,3.0,2.0,0
118,27.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,215.0,3.0,999.0,0.0,0.0,0
119,35.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,3.0,4.0,91.0,1.0,999.0,0.0,0.0,0
120,50.0,2.0,0.0,6.0,0.0,1.0,0.0,1.0,8.0,4.0,160.0,1.0,999.0,0.0,0.0,1
121,47.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,2.0,169.0,1.0,999.0,0.0,0.0,0
122,30.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,4.0,242.0,3.0,999.0,0.0,0.0,0
123,52.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,67.0,2.0,999.0,0.0,0.0,0
124,28.0,6.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,245.0,1.0,999.0,0.0,0.0,0
125,34.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,191.0,3.0,999.0,0.0,0.0,0
126,34.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,176.0,2.0,999.0,0.0,0.0,0
127,44.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,310.0,1.0,999.0,0.0,0.0,0
128,49.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,114.0,2.0,999.0,0.0,0.0,0
129,34.0,4.0,2.0,6.0,0.0,1.0,0.0,1.0,5.0,4.0,526.0,1.0,999.0,0.0,0.0,0
130,39.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,399.0,3.0,999.0,0.0,0.0,0
131,43.0,10.0,0.0,6.0,0.0,0.0,0.0,1.0,9.0,0.0,255.0,1.0,999.0,1.0,2.0,1
132,55.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,317.0,2.0,999.0,3.0,2.0,0
133,37.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,131.0,2.0,999.0,0.0,0.0,0
134,49.0,6.0,0.0,6.0,0.0,1.0,0.0,1.0,8.0,3.0,240.0,1.0,999.0,1.0,1.0,1
135,28.0,2.0,1.0,6.0,0.0,1.0,0.0,1.0,2.0,3.0,13.0,10.0,999.0,0.0,0.0,0
136,46.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,3.0,165.0,3.0,999.0,0.0,0.0,0
137,34.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,753.0,2.0,999.0,0.0,0.0,0
138,31.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,3.0,999.0,0.0,0.0,0
139,53.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,489.0,2.0,999.0,0.0,0.0,0
140,42.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,57.0,1.0,999.0,0.0,0.0,0
141,44.0,7.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,208.0,1.0,999.0,0.0,0.0,0
142,32.0,4.0,0.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,753.0,4.0,999.0,0.0,0.0,1
143,55.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,285.0,2.0,999.0,0.0,0.0,0
144,32.0,4.0,1.0,6.0,0.0,0.0,0.0,1.0,3.0,3.0,64.0,1.0,999.0,0.0,0.0,0
145,44.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,185.0,2.0,999.0,0.0,0.0,0
146,33.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,192.0,1.0,999.0,0.0,0.0,0
147,42.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,124.0,1.0,999.0,1.0,1.0,0
148,29.0,10.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,3.0,125.0,1.0,999.0,0.0,0.0,0
149,31.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,317.0,1.0,999.0,0.0,0.0,0
150,55.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,106.0,6.0,999.0,0.0,0.0,0
151,54.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,138.0,1.0,999.0,0.0,0.0,0
152,34.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,215.0,2.0,999.0,0.0,0.0,0
153,53.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,2.0,50.0,2.0,999.0,0.0,0.0,0
154,32.0,4.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,1.0,224.0,1.0,999.0,0.0,0.0,0
155,32.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,136.0,1.0,999.0,0.0,0.0,0
156,29.0,8.0,2.0,6.0,0.0,2.0,2.0,1.0,5.0,3.0,173.0,2.0,999.0,0.0,0.0,0
157,46.0,8.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,3.0,140.0,3.0,999.0,0.0,0.0,0
158,48.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,268.0,1.0,999.0,0.0,0.0,1
159,35.0,10.0,0.0,6.0,0.0,1.0,1.0,0.0,4.0,0.0,753.0,1.0,999.0,0.0,0.0,0
160,52.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,293.0,20.0,999.0,0.0,0.0,0
161,43.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,24.0,28.0,999.0,0.0,0.0,0
162,27.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,151.0,2.0,999.0,0.0,0.0,0
163,23.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,638.0,1.0,999.0,1.0,2.0,0
164,69.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,92.0,1.0,999.0,0.0,0.0,0
165,39.0,6.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,86.0,1.0,999.0,0.0,0.0,0
166,52.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,319.0,1.0,999.0,0.0,0.0,0
167,55.0,6.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,90.0,1.0,999.0,0.0,0.0,0
168,48.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,349.0,2.0,999.0,0.0,0.0,0
169,54.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,106.0,4.0,999.0,0.0,0.0,0
170,27.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,187.0,1.0,999.0,0.0,0.0,1
171,47.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,78.0,1.0,999.0,0.0,0.0,0
172,33.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,578.0,1.0,999.0,0.0,0.0,0
173,34.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,290.0,1.0,999.0,0.0,0.0,0
174,42.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,2.0,287.0,1.0,999.0,0.0,0.0,1
175,49.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,67.0,3.0,999.0,0.0,0.0,0
176,38.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,195.0,1.0,999.0,0.0,0.0,0
177,50.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,999.0,0.0,0.0,0
178,33.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,15.0,26.0,999.0,0.0,0.0,0
179,29.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,174.0,1.0,999.0,0.0,0.0,1
180,59.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,4.0,435.0,4.0,999.0,0.0,0.0,0
181,42.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,219.0,1.0,999.0,0.0,0.0,0
182,72.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,230.0,1.0,999.0,2.0,2.0,1
183,33.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,999.0,0.0,0.0,0
184,30.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,160.0,4.0,999.0,0.0,0.0,0
185,33.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,472.0,1.0,999.0,1.0,1.0,0
186,33.0,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,17.0,5.0,999.0,0.0,0.0,0
187,31.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,129.0,3.0,999.0,0.0,0.0,0
188,22.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,195.0,1.0,999.0,0.0,0.0,0
189,50.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,371.0,2.0,999.0,0.0,0.0,0
190,25.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,662.0,4.0,999.0,0.0,0.0,0
191,35.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,126.0,1.0,999.0,1.0,1.0,0
192,40.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,117.0,3.0,999.0,0.0,0.0,0
193,35.0,7.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,71.0,4.0,999.0,0.0,0.0,0
194,41.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,195.0,1.0,999.0,0.0,0.0,0
195,57.0,2.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,0.0,564.0,2.0,999.0,0.0,0.0,0
196,30.0,6.0,1.0,6.0,0.0,1.0,0.0,1.0,8.0,2.0,692.0,1.0,999.0,0.0,0.0,0
197,30.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,186.0,4.0,999.0,1.0,1.0,0
198,45.0,8.0,2.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,999.0,1.0,1.0,0
199,37.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,243.0,1.0,999.0,0.0,0.0,0
200,38.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,464.0,1.0,999.0,0.0,0.0,0
201,34.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,278.0,2.0,999.0,0.0,0.0,0
202,33.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,230.0,1.0,999.0,0.0,0.0,0
203,56.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,139.0,5.0,999.0,0.0,0.0,0
204,53.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,37.0,13.0,999.0,0.0,0.0,0
205,57.0,5.0,1.0,6.0,0.0,1.0,0.0,1.0,2.0,4.0,75.0,1.0,999.0,0.0,0.0,0
206,18.0,11.0,1.0,5.0,0.0,2.0,2.0,1.0,9.0,3.0,72.0,2.0,999.0,0.0,0.0,0
207,32.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,180.0,2.0,999.0,0.0,0.0,0
208,34.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,267.0,2.0,999.0,0.0,0.0,0
209,40.0,6.0,0.0,2.0,0.0,1.0,0.0,1.0,8.0,3.0,179.0,1.0,999.0,0.0,0.0,0
210,42.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,671.0,1.0,999.0,0.0,0.0,0
211,42.0,9.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,255.0,1.0,999.0,0.0,0.0,0
212,37.0,6.0,1.0,6.0,0.0,1.0,0.0,1.0,5.0,1.0,242.0,2.0,999.0,1.0,1.0,0
213,48.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,290.0,5.0,999.0,0.0,0.0,1
214,28.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,573.0,7.0,999.0,1.0,1.0,0
215,44.0,8.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,3.0,107.0,3.0,999.0,0.0,0.0,0
216,45.0,2.0,2.0,6.0,0.0,0.0,1.0,1.0,3.0,3.0,205.0,4.0,999.0,0.0,0.0,0
